                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    1100                                     1136                  5.0000000000000000E+000                  2.0000000000000000E-002                  2.9004090122457398E+006                  6.1158468473175708E+002                  1.8010613239962702E+004                  5.8256923828543256E+002                  2.4789623715193518E+000                 -4.2330655363284002E+000                  6.8675189192977004E-001                  8.8658048316850613E-007                  2.9287079407176392E-001                  5.3657626741589770E-005                  6.2348917745059006E-003                  7.9280291009697149E-003                  2.0842132737277194E-003                  5.1394276448740603E+000                  1.7336893299220078E-007                  3.5829412273732717E+000                  1.0624556162368771E-004                  1.4554467389561228E+000                  1.0175204205868989E-002                  1.4910876337762025E-002                  4.5039358407064134E-002                  1.0424026786609978E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7230765824426035E+004                  4.3071791658808559E+005                  8.8220031321941733E+007                  5.7747881033397937E+002                  5.7723437005176800E+002                  2.5628191718345156E-034                  4.1401494193645398E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  9.1529947444846156E+013                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-25.3.1"                                 "CRMATH"                               "20260118"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                             vel_km_per_s                                      eta                                       mu                                  eps_nuc                              log_opacity                                     logL                                 log_Lrad                                log_D_mix                     omega_div_omega_crit                               other_dmix 
                                       1                  5.1394276448740603E+000                  3.9426993460746051E-001                  4.2581257991689965E+000                 -7.4614131695850281E+000                  4.8931423981721816E+000                  7.1959286677121570E-001                  2.8000119399114393E-001                  4.0593923764031814E-004                  1.0000000000000000E+000                  0.0000000000000000E+000                 -1.3579403213799857E+001                  6.6632405401624684E-001                  5.3573342790119580E-027                  1.9796187589761713E+000                  2.7653475486136490E+000                  2.7653475486136490E+000                  1.4136006064954328E+001                  4.6105547037950412E-001                  1.3677479261626962E+014 
                                       2                  5.1394276448720042E+000                  3.9426913772612071E-001                  4.2658448916463119E+000                 -7.4699843266437238E+000                  4.8940345554730005E+000                  7.1959286677121559E-001                  2.8000119399114393E-001                  4.0593923764054018E-004                  9.9999999999959999E-001                  0.0000000000000000E+000                 -1.3618090916458785E+001                  6.6387330643228037E-001                  5.2526208397572931E-027                  1.9433517183933036E+000                  2.7653478780078853E+000                  1.9055972183537093E+000                  1.4136006064954328E+001                  4.6105442487618525E-001                  1.3677479261626962E+014 
                                       3                  5.1394276448709766E+000                  3.9426873134210189E-001                  4.2709036053363478E+000                 -7.4756312539026144E+000                  4.8946283130876402E+000                  7.1959286677121559E-001                  2.8000119399114393E-001                  4.0593923764054018E-004                  9.9999999999940004E-001                  0.0000000000000000E+000                 -1.3643360593618178E+001                  6.6221813404050689E-001                  5.1847535932941888E-027                  1.9201214543173108E+000                  2.7653482128393203E+000                  1.9437183508766740E+000                  1.4139833475702048E+001                  4.6222490506484271E-001                  1.3798550765381234E+014 
                                       4                  5.1394276448699490E+000                  3.9426831963839604E-001                  4.2749711656722926E+000                 -7.4801877217003767E+000                  4.8951101463090119E+000                  7.1959286677121526E-001                  2.8000119399114393E-001                  4.0593923764076223E-004                  9.9999999999920008E-001                  0.0000000000000000E+000                 -1.3663638995128016E+001                  6.6086252908078491E-001                  5.1306317947335930E-027                  1.9017190056023330E+000                  2.7653485554302848E+000                  1.9818407602968111E+000                  1.4143781453969568E+001                  4.6315232217176594E-001                  1.3924559137858950E+014 
                                       5                  5.1394276448693068E+000                  3.9426805960910394E-001                  4.2780809341163701E+000                 -7.4836798517303231E+000                  4.8954804249808541E+000                  7.1959286677121492E-001                  2.8000119399114393E-001                  4.0593923764120632E-004                  9.9999999999907507E-001                  0.0000000000000000E+000                 -1.3679125013058588E+001                  6.5981413391787691E-001                  5.0895349824120294E-027                  1.8877896864228074E+000                  2.7653487730457473E+000                  2.0061971853483787E+000                  1.4146354445783281E+001                  4.6397068905270350E-001                  1.4007300502273578E+014 
                                       6                  5.1394276448686647E+000                  3.9426779748003743E-001                  4.2827255113526945E+000                 -7.4889065986484864E+000                  4.8960352530400941E+000                  7.1959286677121470E-001                  2.8000119399114393E-001                  4.0593923764142836E-004                  9.9999999999895006E-001                  0.0000000000000000E+000                 -1.3702239868232772E+001                  6.5823536879028099E-001                  5.0286387996684784E-027                  1.8671766272038541E+000                  2.7653489935638511E+000                  2.0313021832496676E+000                  1.4149065790494994E+001                  4.6496117605915471E-001                  1.4095023052350712E+014 
                                       7                  5.1394276448673786E+000                  3.9426726687286795E-001                  4.2889446549334247E+000                 -7.4959193662178540E+000                  4.8967739270247792E+000                  7.1959286677121437E-001                  2.8000119399114393E-001                  4.0593923764165041E-004                  9.9999999999870004E-001                  0.0000000000000000E+000                 -1.3733218711421154E+001                  6.5611936159989670E-001                  4.9480770694442142E-027                  1.8398811055897526E+000                  2.7653494427104750E+000                  2.0844974081535339E+000                  1.4154782701276584E+001                  4.6676481755070293E-001                  1.4281791919630356E+014 
                                       8                  5.1394276448660943E+000                  3.9426672762617765E-001                  4.2952430099384529E+000                 -7.5030185928804274E+000                  4.8975113509380952E+000                  7.1959286677121415E-001                  2.8000119399114393E-001                  4.0593923764187245E-004                  9.9999999999845002E-001                  0.0000000000000000E+000                 -1.3764700075041356E+001                  6.5401229005407280E-001                  4.8678367456784035E-027                  1.8125730356458398E+000                  2.7653499020084538E+000                  2.1423293277845494E+000                  1.4160656049711987E+001                  4.6928377000246152E-001                  1.4476249169696322E+014 
                                       9                  5.1394276448648091E+000                  3.9426617949015319E-001                  4.3016943763981983E+000                 -7.5102651201953812E+000                  4.8982475290721963E+000                  7.1959286677121381E-001                  2.8000119399114387E-001                  4.0593923764231654E-004                  9.9999999999820000E-001                  0.0000000000000000E+000                 -1.3797151873314927E+001                  6.5193742387845466E-001                  4.7872734833935019E-027                  1.7849925829065618E+000                  2.7653503706092355E+000                  2.2056929628767574E+000                  1.4166355582521238E+001                  4.7254355187073843E-001                  1.4667482628203388E+014 
